549.0,571.5,634.5,652.5,652.5,612.5,630.0
531.5,810.5,810.5,850.5,716.0,828.0,810.5
531.5,554.0,533.0,536.5,531.5,554.0,531.5
554.5,554.5,554.5,554.5,554.5,554.5,554.5
557.0,396.0,396.0,396.0,557.0,557.0,557.0
596.5,596.5,596.5,584.0,596.5,596.5,596.5
581.5,385.0,195.0,366.0,297.5,366.0,176.5
506.5,431.0,191.5,164.0,393.0,393.0,191.5
584.0,606.5,584.0,606.5,606.5,606.5,606.5
872.0,606.5,606.5,714.5,606.5,606.5,606.5
475.0,339.5,360.0,488.5,547.0,547.0,524.5
591.0,591.0,568.5,568.5,568.5,568.5,568.5
413.5,372.5,393.5,372.5,378.5,406.0,406.0
455.0,366.0,400.0,288.5,298.5,400.0,406.0
415.0,430.0,391.0,215.0,438.0,430.0,430.0
440.0,437.0,-120.0,365.5,430.0,440.0,441.0
253.5,808.5,703.5,703.5,703.5,276.0,703.5
454.5,471.0,446.5,471.0,438.0,115.5,391.0
253.5,401.0,276.0,246.0,276.0,289.5,393.5
674.0,647.0,647.0,549.0,579.0,585.0,579.0
411.0,411.0,485.0,40.5,391.5,195.0,485.0
470.0,346.5,400.0,470.0,470.0,470.0,470.0
470.0,480.5,475.0,210.5,411.0,455.5,485.0
472.5,464.5,406.0,308.5,363.5,373.5,15.5
736.0,485.0,485.0,485.0,485.0,485.0,471.5
646.5,679.5,744.0,744.0,736.5,744.0,631.5
518.0,388.5,411.0,430.0,434.5,430.0,430.0
837.0,837.0,591.0,837.0,837.0,837.0,837.0
433.5,430.0,433.5,430.0,-13.5,430.0,430.0
600.0,609.0,631.5,631.5,609.0,631.5,631.5
403.5,585.0,445.0,373.5,445.0,445.0,373.5
430.0,430.0,430.0,430.0,430.0,430.0,-54.0
205.5,373.5,255.5,276.5,396.0,373.5,396.0
373.5,400.0,411.0,366.5,373.5,373.5,373.5
445.0,242.0,373.5,373.5,373.5,400.0,400.0
544.5,492.0,404.5,373.5,360.0,544.5,544.5
445.0,396.0,430.0,445.0,445.0,445.0,445.0
616.5,430.0,445.0,430.0,445.0,439.0,445.0
627.0,627.0,627.0,627.0,627.0,627.0,627.0
351.0,414.5,430.0,430.0,430.0,430.0,430.0
587.5,499.0,385.0,330.0,320.5,345.0,69.5
796.0,699.0,699.0,708.0,643.5,708.0,708.0
376.0,382.5,307.5,488.5,486.0,468.5,382.5
457.5,427.0,421.0,365.0,494.0,427.0,461.0
431.0,404.5,460.0,453.5,434.0,-97.5,411.0
515.5,452.5,420.0,452.5,420.0,411.0,420.0
431.0,431.0,431.0,431.0,310.0,408.5,431.0
754.0,634.0,634.0,634.0,634.0,700.0,634.0
599.0,455.0,440.0,432.5,432.5,441.5,432.5
777.5,429.5,513.5,455.0,198.5,492.5,477.5
455.0,431.0,408.5,408.5,408.5,113.0,431.0
431.0,408.5,431.0,587.0,431.0,489.5,453.5
858.5,858.5,858.5,732.5,858.5,836.0,858.5
431.0,858.5,858.5,858.5,836.0,575.0,543.5
642.5,797.0,804.5,774.5,807.5,827.0,606.5
573.5,408.5,127.0,127.0,521.0,521.0,521.0
440.0,521.0,534.5,534.5,431.0,450.0,471.5
431.0,6.5,587.0,431.0,680.0,858.5,858.5
858.5,836.0,836.0,858.5,858.5,858.5,836.0
489.0,579.5,455.0,455.0,455.0,432.5,437.0
353.5,489.0,513.5,478.5,468.0,478.5,455.0
455.0,289.5,489.0,474.0,489.0,489.0,489.0
455.0,455.0,185.0,489.0,489.0,611.0,489.0
851.0,851.0,851.0,851.0,851.0,851.0,851.0
455.0,477.5,455.0,432.5,513.5,455.0,455.0
882.5,882.5,770.0,752.0,882.5,783.5,882.5
432.5,882.5,860.0,834.5,882.5,860.0,882.5
882.5,455.0,882.5,882.5,882.5,860.0,801.5
882.5,882.5,882.5,882.5,860.0,882.5,882.5
180.5,180.5,218.0,218.0,144.5,218.0,218.0
238.5,238.5,229.5,73.5,238.5,211.5,238.5
291.0,291.0,271.5,337.5,255.0,291.0,291.0
253.5,228.0,228.0,228.0,253.5,253.5,253.5
363.0,166.5,363.0,363.0,262.5,262.5,262.5
274.5,274.5,166.5,274.5,274.5,274.5,274.5
